STATION,DATE,TMAX,TMIN
USW00013873,1/8/1978,61,37
USW00013873,1/9/1978,37,13
USW00013873,1/10/1978,29,14
USW00013873,1/11/1978,38,13
USW00013873,1/12/1978,37,21
USW00013873,1/13/1978,35,32
USW00013873,1/14/1978,35,25
USW00013873,1/15/1978,36,23
USW00013873,1/16/1978,43,22
USW00013873,1/17/1978,40,33
USW00013873,1/18/1978,50,33
USW00013873,1/19/1978,41,35
USW00013873,1/20/1978,40,30
USW00013873,1/21/1978,41,24
USW00013873,1/22/1978,44,28
USW00013873,1/23/1978,48,25
USW00013873,1/24/1978,44,33
USW00013873,1/25/1978,63,38
USW00013873,1/26/1978,44,23
USW00013873,1/27/1978,39,21
USW00013873,1/28/1978,37,20
USW00013873,1/29/1978,37,20
USW00013873,1/30/1978,39,18
USW00013873,1/31/1978,42,24
USW00013873,2/1/1978,47,30
USW00013873,2/2/1978,50,33
USW00013873,2/3/1978,41,30
USW00013873,2/4/1978,43,25
USW00013873,2/5/1978,52,22
USW00013873,2/6/1978,35,19
USW00013873,2/7/1978,38,15
USW00013873,2/8/1978,37,24
USW00013873,2/9/1978,48,29
USW00013873,2/10/1978,51,28
USW00013873,2/11/1978,57,27
USW00013873,2/12/1978,64,29
USW00013873,2/13/1978,45,39
USW00013873,2/14/1978,43,33
USW00013873,2/15/1978,54,27
USW00013873,2/16/1978,54,39
USW00013873,2/17/1978,50,39
USW00013873,2/18/1978,48,38
USW00013873,2/19/1978,48,32
USW00013873,2/20/1978,48,25
USW00013873,2/21/1978,41,27
USW00013873,2/22/1978,38,21
USW00013873,2/23/1978,47,25
USW00013873,2/24/1978,57,31
USW00013873,2/25/1978,69,34
USW00013873,2/26/1978,56,33
USW00013873,2/27/1978,55,28
USW00013873,2/28/1978,45,39
USW00013873,3/1/1978,60,38
USW00013873,3/2/1978,40,32
USW00013873,3/3/1978,44,32
USW00013873,3/4/1978,45,28
USW00013873,3/5/1978,50,20
USW00013873,3/6/1978,63,30
USW00013873,3/7/1978,61,35
USW00013873,3/8/1978,49,36
USW00013873,3/9/1978,39,36
USW00013873,3/10/1978,63,38
USW00013873,3/11/1978,67,34
USW00013873,3/12/1978,68,50
USW00013873,3/13/1978,74,46
USW00013873,3/14/1978,76,60
USW00013873,3/15/1978,77,49
USW00013873,3/16/1978,65,40
USW00013873,3/17/1978,51,31
USW00013873,3/18/1978,54,28
USW00013873,3/19/1978,75,35
USW00013873,3/20/1978,74,43
USW00013873,3/21/1978,73,50
USW00013873,3/22/1978,74,46
USW00013873,3/23/1978,79,43
USW00013873,3/24/1978,79,49
USW00013873,3/25/1978,69,44
USW00013873,3/26/1978,51,41
USW00013873,3/27/1978,55,38
USW00013873,3/28/1978,70,34
USW00013873,3/29/1978,80,41
USW00013873,3/30/1978,77,47
USW00013873,3/31/1978,82,46
USW00013873,4/1/1978,84,51
USW00013873,4/2/1978,84,56
USW00013873,4/3/1978,79,52
USW00013873,4/4/1978,83,53
USW00013873,4/5/1978,86,57
USW00013873,4/6/1978,80,57
USW00013873,4/7/1978,88,59
USW00013873,4/8/1978,86,58
USW00013873,4/9/1978,86,55
USW00013873,4/10/1978,86,57
USW00013873,4/11/1978,71,58
USW00013873,4/12/1978,74,50
USW00013873,4/13/1978,73,55
USW00013873,4/14/1978,76,46
USW00013873,4/15/1978,80,47
USW00013873,4/16/1978,76,52
USW00013873,4/17/1978,75,55
USW00013873,4/18/1978,67,58
USW00013873,4/19/1978,77,50
USW00013873,4/20/1978,63,42
USW00013873,4/21/1978,61,39
USW00013873,4/22/1978,67,34
USW00013873,4/23/1978,70,43
USW00013873,4/24/1978,77,50
USW00013873,4/25/1978,68,49
USW00013873,4/26/1978,57,47
USW00013873,4/27/1978,71,41
USW00013873,4/28/1978,75,42
USW00013873,4/29/1978,78,48
USW00013873,4/30/1978,73,57
USW00013873,5/1/1978,69,58
USW00013873,5/2/1978,68,53
USW00013873,5/3/1978,60,50
USW00013873,5/4/1978,72,54
USW00013873,5/5/1978,75,52
USW00013873,5/6/1978,82,52
USW00013873,5/7/1978,75,62
USW00013873,5/8/1978,69,62
USW00013873,5/9/1978,81,62
USW00013873,5/10/1978,77,55
USW00013873,5/11/1978,77,50
USW00013873,5/12/1978,76,55
USW00013873,5/13/1978,76,60
USW00013873,5/14/1978,70,56
USW00013873,5/15/1978,63,49
USW00013873,5/16/1978,68,47
USW00013873,5/17/1978,75,52
USW00013873,5/18/1978,77,59
USW00013873,5/19/1978,81,60
USW00013873,5/20/1978,84,59
USW00013873,5/21/1978,86,64
USW00013873,5/22/1978,84,65
USW00013873,5/23/1978,81,68
USW00013873,5/24/1978,87,64
USW00013873,5/25/1978,90,63
USW00013873,5/26/1978,87,67
USW00013873,5/27/1978,86,69
USW00013873,5/28/1978,79,67
USW00013873,5/29/1978,85,65
USW00013873,5/30/1978,86,66
USW00013873,5/31/1978,88,66
USW00013873,6/1/1978,89,62
USW00013873,6/2/1978,91,63
USW00013873,6/3/1978,86,70
USW00013873,6/4/1978,85,66
USW00013873,6/5/1978,87,60
USW00013873,6/6/1978,87,66
USW00013873,6/7/1978,86,69
USW00013873,6/8/1978,76,69
USW00013873,6/9/1978,85,70
USW00013873,6/10/1978,83,67
USW00013873,6/11/1978,84,69
USW00013873,6/12/1978,87,69
USW00013873,6/13/1978,88,67
USW00013873,6/14/1978,82,60
USW00013873,6/15/1978,81,63
USW00013873,6/16/1978,84,62
USW00013873,6/17/1978,83,61
USW00013873,6/18/1978,87,63
USW00013873,6/19/1978,87,65
USW00013873,6/20/1978,88,64
USW00013873,6/21/1978,91,68
USW00013873,6/22/1978,92,68
USW00013873,6/23/1978,93,68
USW00013873,6/24/1978,92,67
USW00013873,6/25/1978,93,68
USW00013873,6/26/1978,94,72
USW00013873,6/27/1978,97,71
USW00013873,6/28/1978,100,75
USW00013873,6/29/1978,100,78
USW00013873,6/30/1978,97,74
USW00013873,7/1/1978,95,70
USW00013873,7/2/1978,96,75
USW00013873,7/3/1978,93,77
USW00013873,7/4/1978,96,71
USW00013873,7/5/1978,81,73
USW00013873,7/6/1978,80,71
USW00013873,7/7/1978,88,67
USW00013873,7/8/1978,93,66
USW00013873,7/9/1978,98,72
USW00013873,7/10/1978,96,71
USW00013873,7/11/1978,94,73
USW00013873,7/12/1978,84,73
USW00013873,7/13/1978,88,66
USW00013873,7/14/1978,86,74
USW00013873,7/15/1978,78,72
USW00013873,7/16/1978,85,71
USW00013873,7/17/1978,88,66
USW00013873,7/18/1978,91,68
USW00013873,7/19/1978,89,69
USW00013873,7/20/1978,89,69
USW00013873,7/21/1978,89,68
USW00013873,7/22/1978,94,72
USW00013873,7/23/1978,94,72
USW00013873,7/24/1978,93,69
USW00013873,7/25/1978,92,69
USW00013873,7/26/1978,88,69
USW00013873,7/27/1978,74,70
USW00013873,7/28/1978,88,72
USW00013873,7/29/1978,91,72
USW00013873,7/30/1978,92,72
USW00013873,7/31/1978,89,70
USW00013873,8/1/1978,88,67
USW00013873,8/2/1978,88,70
USW00013873,8/3/1978,82,71
USW00013873,8/4/1978,83,70
USW00013873,8/5/1978,86,69
USW00013873,8/6/1978,83,72
USW00013873,8/7/1978,83,72
USW00013873,8/8/1978,87,70
USW00013873,8/9/1978,84,68
USW00013873,8/10/1978,82,70
USW00013873,8/11/1978,80,70
USW00013873,8/12/1978,83,70
USW00013873,8/13/1978,88,70
USW00013873,8/14/1978,88,68
USW00013873,8/15/1978,87,70
USW00013873,8/16/1978,88,69
USW00013873,8/17/1978,91,70
USW00013873,8/18/1978,90,71
USW00013873,8/19/1978,92,72
USW00013873,8/20/1978,93,73
USW00013873,8/21/1978,83,73
USW00013873,8/22/1978,84,72
USW00013873,8/23/1978,86,66
USW00013873,8/24/1978,88,62
USW00013873,8/25/1978,89,69
USW00013873,8/26/1978,89,71
USW00013873,8/27/1978,85,70
USW00013873,8/28/1978,90,71
USW00013873,8/29/1978,92,69
USW00013873,8/30/1978,91,71
USW00013873,8/31/1978,92,70
USW00013873,9/1/1978,90,69
USW00013873,9/2/1978,84,69
USW00013873,9/3/1978,85,70
USW00013873,9/4/1978,87,66
USW00013873,9/5/1978,83,67
USW00013873,9/6/1978,84,66
USW00013873,9/7/1978,88,63
USW00013873,9/8/1978,89,66
USW00013873,9/9/1978,92,66
USW00013873,9/10/1978,89,68
USW00013873,9/11/1978,84,67
USW00013873,9/12/1978,83,64
USW00013873,9/13/1978,91,66
USW00013873,9/14/1978,75,67
USW00013873,9/15/1978,75,66
USW00013873,9/16/1978,87,64
USW00013873,9/17/1978,92,67
USW00013873,9/18/1978,92,70
USW00013873,9/19/1978,93,67
USW00013873,9/20/1978,91,70
USW00013873,9/21/1978,88,70
USW00013873,9/22/1978,90,67
USW00013873,9/23/1978,80,65
USW00013873,9/24/1978,68,64
USW00013873,9/25/1978,79,63
USW00013873,9/26/1978,78,62
USW00013873,9/27/1978,77,60
USW00013873,9/28/1978,83,58
USW00013873,9/29/1978,80,60
USW00013873,9/30/1978,68,60
USW00013873,10/1/1978,78,56
USW00013873,10/2/1978,78,56
USW00013873,10/3/1978,80,54
USW00013873,10/4/1978,83,58
USW00013873,10/5/1978,83,54
USW00013873,10/6/1978,71,48
USW00013873,10/7/1978,69,42
USW00013873,10/8/1978,68,37
USW00013873,10/9/1978,68,40
USW00013873,10/10/1978,72,49
USW00013873,10/11/1978,77,50
USW00013873,10/12/1978,82,51
USW00013873,10/13/1978,76,58
USW00013873,10/14/1978,67,46
USW00013873,10/15/1978,64,38
USW00013873,10/16/1978,73,37
USW00013873,10/17/1978,65,39
USW00013873,10/18/1978,68,39
USW00013873,10/19/1978,75,37
USW00013873,10/20/1978,72,49
USW00013873,10/21/1978,77,47
USW00013873,10/22/1978,79,48
USW00013873,10/23/1978,81,47
USW00013873,10/24/1978,76,55
USW00013873,10/25/1978,65,53
USW00013873,10/26/1978,75,53
USW00013873,10/27/1978,80,55
USW00013873,10/28/1978,77,53
USW00013873,10/29/1978,72,57
USW00013873,10/30/1978,69,51
USW00013873,10/31/1978,72,50
USW00013873,11/1/1978,74,46
USW00013873,11/2/1978,74,49
USW00013873,11/3/1978,72,50
USW00013873,11/4/1978,74,41
USW00013873,11/5/1978,74,40
USW00013873,11/6/1978,78,45
USW00013873,11/7/1978,61,49
USW00013873,11/8/1978,68,50
USW00013873,11/9/1978,63,50
USW00013873,11/10/1978,67,53
USW00013873,11/11/1978,73,51
USW00013873,11/12/1978,73,46
USW00013873,11/13/1978,72,48
USW00013873,11/14/1978,64,57
USW00013873,11/15/1978,76,56
USW00013873,11/16/1978,76,58
USW00013873,11/17/1978,72,60
USW00013873,11/18/1978,71,48
USW00013873,11/19/1978,65,42
USW00013873,11/20/1978,62,48
USW00013873,11/21/1978,63,43
USW00013873,11/22/1978,63,46
USW00013873,11/23/1978,57,50
USW00013873,11/24/1978,71,48
USW00013873,11/25/1978,68,42
USW00013873,11/26/1978,66,39
USW00013873,11/27/1978,57,47
USW00013873,11/28/1978,62,50
USW00013873,11/29/1978,50,43
USW00013873,11/30/1978,52,45
USW00013873,12/1/1978,59,46
USW00013873,12/2/1978,57,38
USW00013873,12/3/1978,57,43
USW00013873,12/4/1978,69,48
USW00013873,12/5/1978,58,40
USW00013873,12/6/1978,65,31
USW00013873,12/7/1978,59,40
USW00013873,12/8/1978,73,52
USW00013873,12/9/1978,72,31
USW00013873,12/10/1978,43,23
USW00013873,12/11/1978,43,27
USW00013873,12/12/1978,54,24
USW00013873,12/13/1978,61,28
USW00013873,12/14/1978,54,30
USW00013873,12/15/1978,59,21
USW00013873,12/16/1978,55,39
USW00013873,12/17/1978,55,31
USW00013873,12/18/1978,54,25
USW00013873,12/19/1978,63,48
USW00013873,12/20/1978,75,57
USW00013873,12/21/1978,66,39
USW00013873,12/22/1978,53,30
USW00013873,12/23/1978,56,25
USW00013873,12/24/1978,45,40
USW00013873,12/25/1978,54,36
USW00013873,12/26/1978,61,31
USW00013873,12/27/1978,48,31
USW00013873,12/28/1978,47,31
USW00013873,12/29/1978,42,31
USW00013873,12/30/1978,43,35
USW00013873,12/31/1978,64,40
USW00013873,1/1/1979,69,54
USW00013873,1/2/1979,55,17
USW00013873,1/3/1979,31,12
USW00013873,1/4/1979,41,20
USW00013873,1/5/1979,43,25
USW00013873,1/6/1979,53,36
USW00013873,1/7/1979,60,45
USW00013873,1/8/1979,55,22
USW00013873,1/9/1979,43,13
USW00013873,1/10/1979,49,22
USW00013873,1/11/1979,52,25
USW00013873,1/12/1979,40,32
USW00013873,1/13/1979,42,36
USW00013873,1/14/1979,49,25
USW00013873,1/15/1979,42,20
USW00013873,1/16/1979,53,24
USW00013873,1/17/1979,65,32
USW00013873,1/18/1979,63,42
USW00013873,1/19/1979,44,32
USW00013873,1/20/1979,40,32
USW00013873,1/21/1979,52,33
USW00013873,1/22/1979,44,31
USW00013873,1/23/1979,51,30
USW00013873,1/24/1979,47,26
USW00013873,1/25/1979,44,22
USW00013873,1/26/1979,58,30
USW00013873,1/27/1979,44,37
USW00013873,1/28/1979,40,30
USW00013873,1/29/1979,49,27
USW00013873,1/30/1979,59,28
USW00013873,1/31/1979,42,25
USW00013873,2/1/1979,38,20
USW00013873,2/2/1979,53,19
USW00013873,2/3/1979,42,35
USW00013873,2/4/1979,55,39
USW00013873,2/5/1979,47,34
USW00013873,2/6/1979,36,32
USW00013873,2/7/1979,35,31
USW00013873,2/8/1979,49,28
USW00013873,2/9/1979,40,25
USW00013873,2/10/1979,49,19
USW00013873,2/11/1979,55,27
USW00013873,2/12/1979,64,28
USW00013873,2/13/1979,54,32
USW00013873,2/14/1979,59,38
USW00013873,2/15/1979,73,51
USW00013873,2/16/1979,71,38
USW00013873,2/17/1979,42,26
USW00013873,2/18/1979,27,19
USW00013873,2/19/1979,50,21
USW00013873,2/20/1979,50,30
USW00013873,2/21/1979,45,38
USW00013873,2/22/1979,58,43
USW00013873,2/23/1979,59,54
USW00013873,2/24/1979,58,51
USW00013873,2/25/1979,69,37
USW00013873,2/26/1979,37,33
USW00013873,2/27/1979,61,31
USW00013873,2/28/1979,64,39
USW00013873,3/1/1979,65,47
USW00013873,3/2/1979,72,40
USW00013873,3/3/1979,65,53
USW00013873,3/4/1979,68,61
USW00013873,3/5/1979,67,47
USW00013873,3/6/1979,62,42
USW00013873,3/7/1979,66,35
USW00013873,3/8/1979,55,40
USW00013873,3/9/1979,67,35
USW00013873,3/10/1979,63,40
USW00013873,3/11/1979,50,36
USW00013873,3/12/1979,68,35
USW00013873,3/13/1979,72,41
USW00013873,3/14/1979,64,47
USW00013873,3/15/1979,62,34
USW00013873,3/16/1979,55,36
USW00013873,3/17/1979,67,41
USW00013873,3/18/1979,75,40
USW00013873,3/19/1979,78,48
USW00013873,3/20/1979,82,59
USW00013873,3/21/1979,78,60
USW00013873,3/22/1979,62,52
USW00013873,3/23/1979,66,55
USW00013873,3/24/1979,62,41
USW00013873,3/25/1979,46,33
USW00013873,3/26/1979,62,28
USW00013873,3/27/1979,74,41
USW00013873,3/28/1979,77,50
USW00013873,3/29/1979,78,53
USW00013873,3/30/1979,77,54
USW00013873,3/31/1979,78,58
USW00013873,4/1/1979,79,56
USW00013873,4/2/1979,75,59
USW00013873,4/3/1979,65,59
USW00013873,4/4/1979,64,55
USW00013873,4/5/1979,67,48
USW00013873,4/6/1979,73,41
USW00013873,4/7/1979,78,46
USW00013873,4/8/1979,70,52
USW00013873,4/9/1979,68,46
USW00013873,4/10/1979,70,36
USW00013873,4/11/1979,69,55
USW00013873,4/12/1979,76,61
USW00013873,4/13/1979,67,61
USW00013873,4/14/1979,75,53
USW00013873,4/15/1979,75,44
USW00013873,4/16/1979,77,48
USW00013873,4/17/1979,79,49
USW00013873,4/18/1979,79,45
USW00013873,4/19/1979,76,50
USW00013873,4/20/1979,80,49
USW00013873,4/21/1979,82,53
USW00013873,4/22/1979,79,55
USW00013873,4/23/1979,78,61
USW00013873,4/24/1979,75,60
USW00013873,4/25/1979,65,61
USW00013873,4/26/1979,74,62
USW00013873,4/27/1979,72,56
USW00013873,4/28/1979,67,48
USW00013873,4/29/1979,69,40
USW00013873,4/30/1979,76,45
USW00013873,5/1/1979,78,48
USW00013873,5/2/1979,78,56
USW00013873,5/3/1979,81,61
USW00013873,5/4/1979,84,65
USW00013873,5/5/1979,77,63
USW00013873,5/6/1979,77,60
USW00013873,5/7/1979,80,65
USW00013873,5/8/1979,80,66
USW00013873,5/9/1979,78,67
USW00013873,5/10/1979,85,70
USW00013873,5/11/1979,87,68
USW00013873,5/12/1979,88,66
USW00013873,5/13/1979,83,61
USW00013873,5/14/1979,79,55
USW00013873,5/15/1979,83,58
USW00013873,5/16/1979,80,59
USW00013873,5/17/1979,78,58
USW00013873,5/18/1979,80,55
USW00013873,5/19/1979,84,56
USW00013873,5/20/1979,84,61
USW00013873,5/21/1979,86,65
USW00013873,5/22/1979,85,66
USW00013873,5/23/1979,78,66
USW00013873,5/24/1979,79,54
USW00013873,5/25/1979,65,46
USW00013873,5/26/1979,73,41
USW00013873,5/27/1979,77,47
USW00013873,5/28/1979,81,55
USW00013873,5/29/1979,75,63
USW00013873,5/30/1979,83,60
USW00013873,5/31/1979,77,66
USW00013873,6/1/1979,85,67
USW00013873,6/2/1979,89,66
USW00013873,6/3/1979,84,70
USW00013873,6/4/1979,84,65
USW00013873,6/5/1979,84,61
USW00013873,6/6/1979,76,65
USW00013873,6/7/1979,87,69
USW00013873,6/8/1979,83,70
USW00013873,6/9/1979,85,69
USW00013873,6/10/1979,87,67
USW00013873,6/11/1979,83,64
USW00013873,6/12/1979,81,55
USW00013873,6/13/1979,83,58
USW00013873,6/14/1979,82,60
USW00013873,6/15/1979,74,60
USW00013873,6/16/1979,75,61
USW00013873,6/17/1979,84,60
USW00013873,6/18/1979,92,65
USW00013873,6/19/1979,93,69
USW00013873,6/20/1979,77,70
USW00013873,6/21/1979,85,69
USW00013873,6/22/1979,88,68
USW00013873,6/23/1979,91,66
USW00013873,6/24/1979,86,69
USW00013873,6/25/1979,72,64
USW00013873,6/26/1979,79,64
USW00013873,6/27/1979,81,64
USW00013873,6/28/1979,85,60
USW00013873,6/29/1979,87,61
USW00013873,6/30/1979,91,68
USW00013873,7/1/1979,90,60
USW00013873,7/2/1979,92,63
USW00013873,7/3/1979,94,69
USW00013873,7/4/1979,95,73
USW00013873,7/5/1979,87,73
USW00013873,7/6/1979,75,68
USW00013873,7/7/1979,68,64
USW00013873,7/8/1979,69,60
USW00013873,7/9/1979,70,65
USW00013873,7/10/1979,72,65
USW00013873,7/11/1979,78,69
USW00013873,7/12/1979,86,72
USW00013873,7/13/1979,90,73
USW00013873,7/14/1979,89,71
USW00013873,7/15/1979,92,71
USW00013873,7/16/1979,91,70
USW00013873,7/17/1979,93,72
USW00013873,7/18/1979,90,71
USW00013873,7/19/1979,85,70
USW00013873,7/20/1979,85,70
USW00013873,7/21/1979,88,70
USW00013873,7/22/1979,83,70
USW00013873,7/23/1979,85,74
USW00013873,7/24/1979,85,73
USW00013873,7/25/1979,82,71
USW00013873,7/26/1979,85,71
USW00013873,7/27/1979,89,71
USW00013873,7/28/1979,92,69
USW00013873,7/29/1979,90,72
USW00013873,7/30/1979,91,70
USW00013873,7/31/1979,93,73
USW00013873,8/1/1979,93,72
USW00013873,8/2/1979,91,72
USW00013873,8/3/1979,92,69
USW00013873,8/4/1979,92,71
USW00013873,8/5/1979,91,71
USW00013873,8/6/1979,92,69
USW00013873,8/7/1979,94,70
USW00013873,8/8/1979,95,72
USW00013873,8/9/1979,96,73
USW00013873,8/10/1979,94,72
USW00013873,8/11/1979,92,69
USW00013873,8/12/1979,84,69
USW00013873,8/13/1979,82,65
USW00013873,8/14/1979,84,64
USW00013873,8/15/1979,88,62
USW00013873,8/16/1979,74,66
USW00013873,8/17/1979,82,64
USW00013873,8/18/1979,87,62
USW00013873,8/19/1979,94,67
USW00013873,8/20/1979,97,69
USW00013873,8/21/1979,95,71
USW00013873,8/22/1979,89,70
USW00013873,8/23/1979,85,69
USW00013873,8/24/1979,83,70
USW00013873,8/25/1979,86,69
USW00013873,8/26/1979,86,70
USW00013873,8/27/1979,88,71
USW00013873,8/28/1979,87,69
USW00013873,8/29/1979,87,72
USW00013873,8/30/1979,91,70
USW00013873,8/31/1979,89,68
USW00013873,9/1/1979,85,70
USW00013873,9/2/1979,85,69
USW00013873,9/3/1979,85,70
USW00013873,9/4/1979,78,70
USW00013873,9/5/1979,88,72
USW00013873,9/6/1979,91,71
USW00013873,9/7/1979,88,69
USW00013873,9/8/1979,82,70
USW00013873,9/9/1979,78,62
USW00013873,9/10/1979,78,60
USW00013873,9/11/1979,83,60
USW00013873,9/12/1979,79,67
USW00013873,9/13/1979,83,73
USW00013873,9/14/1979,83,66
USW00013873,9/15/1979,81,64
USW00013873,9/16/1979,78,66
USW00013873,9/17/1979,68,63
USW00013873,9/18/1979,67,62
USW00013873,9/19/1979,82,65
USW00013873,9/20/1979,73,63
USW00013873,9/21/1979,78,63
USW00013873,9/22/1979,79,60
USW00013873,9/23/1979,73,59
USW00013873,9/24/1979,63,58
USW00013873,9/25/1979,65,60
USW00013873,9/26/1979,71,63
USW00013873,9/27/1979,67,66
USW00013873,9/28/1979,82,66
USW00013873,9/29/1979,81,67
USW00013873,9/30/1979,83,65
USW00013873,10/1/1979,82,61
USW00013873,10/2/1979,82,57
USW00013873,10/3/1979,77,52
USW00013873,10/4/1979,73,52
USW00013873,10/5/1979,68,48
USW00013873,10/6/1979,74,41
USW00013873,10/7/1979,73,51
USW00013873,10/8/1979,80,46
USW00013873,10/9/1979,81,54
USW00013873,10/10/1979,67,49
USW00013873,10/11/1979,68,47
USW00013873,10/12/1979,80,48
USW00013873,10/13/1979,77,45
USW00013873,10/14/1979,65,39
USW00013873,10/15/1979,68,39
USW00013873,10/16/1979,74,43
USW00013873,10/17/1979,77,55
USW00013873,10/18/1979,79,55
USW00013873,10/19/1979,80,59
USW00013873,10/20/1979,78,63
USW00013873,10/21/1979,82,62
USW00013873,10/22/1979,81,57
USW00013873,10/23/1979,70,49
USW00013873,10/24/1979,69,44
USW00013873,10/25/1979,69,40
USW00013873,10/26/1979,69,40
USW00013873,10/27/1979,70,39
USW00013873,10/28/1979,75,40
USW00013873,10/29/1979,67,48
USW00013873,10/30/1979,63,58
USW00013873,10/31/1979,65,59
USW00013873,11/1/1979,73,58
USW00013873,11/2/1979,70,54
USW00013873,11/3/1979,66,43
USW00013873,11/4/1979,62,35
USW00013873,11/5/1979,63,36
USW00013873,11/6/1979,68,42
USW00013873,11/7/1979,67,40
USW00013873,11/8/1979,66,39
USW00013873,11/9/1979,74,47
USW00013873,11/10/1979,68,59
USW00013873,11/11/1979,60,54
USW00013873,11/12/1979,58,52
USW00013873,11/13/1979,63,44
USW00013873,11/14/1979,59,36
USW00013873,11/15/1979,60,31
USW00013873,11/16/1979,67,38
USW00013873,11/17/1979,73,37
USW00013873,11/18/1979,73,39
USW00013873,11/19/1979,74,41
USW00013873,11/20/1979,76,44
USW00013873,11/21/1979,73,48
USW00013873,11/22/1979,74,50
USW00013873,11/23/1979,77,60
USW00013873,11/24/1979,70,62
USW00013873,11/25/1979,69,60
USW00013873,11/26/1979,63,46
USW00013873,11/27/1979,69,38
USW00013873,11/28/1979,62,38
USW00013873,11/29/1979,41,28
USW00013873,11/30/1979,45,20
USW00013873,12/1/1979,54,24
USW00013873,12/2/1979,46,29
USW00013873,12/3/1979,43,24
USW00013873,12/4/1979,62,20
USW00013873,12/5/1979,64,31
USW00013873,12/6/1979,52,43
USW00013873,12/7/1979,61,37
USW00013873,12/8/1979,62,37
USW00013873,12/9/1979,54,34
USW00013873,12/10/1979,64,29
USW00013873,12/11/1979,69,34
USW00013873,12/12/1979,75,50
USW00013873,12/13/1979,70,58
USW00013873,12/14/1979,60,45
USW00013873,12/15/1979,49,36
USW00013873,12/16/1979,58,40
USW00013873,12/17/1979,47,31
USW00013873,12/18/1979,52,23
USW00013873,12/19/1979,60,28
USW00013873,12/20/1979,59,37
USW00013873,12/21/1979,44,36
USW00013873,12/22/1979,50,40
USW00013873,12/23/1979,54,46
USW00013873,12/24/1979,62,48
USW00013873,12/25/1979,49,39
USW00013873,12/26/1979,61,36
USW00013873,12/27/1979,66,33
USW00013873,12/28/1979,52,38
USW00013873,12/29/1979,62,34
USW00013873,12/30/1979,52,42
USW00013873,12/31/1979,49,39
USW00013873,1/1/1980,45,36
USW00013873,1/2/1980,60,32
USW00013873,1/3/1980,59,36
USW00013873,1/4/1980,45,36
USW00013873,1/5/1980,41,30
USW00013873,1/6/1980,45,22
USW00013873,1/7/1980,46,27
USW00013873,1/8/1980,48,40
USW00013873,1/9/1980,57,41
USW00013873,1/10/1980,48,43
USW00013873,1/11/1980,49,40
USW00013873,1/12/1980,50,36
USW00013873,1/13/1980,44,34
USW00013873,1/14/1980,57,36
USW00013873,1/15/1980,61,34
USW00013873,1/16/1980,66,43
USW00013873,1/17/1980,56,52
USW00013873,1/18/1980,68,49
USW00013873,1/19/1980,67,38
USW00013873,1/20/1980,67,36
USW00013873,1/21/1980,59,43
USW00013873,1/22/1980,56,48
USW00013873,1/23/1980,53,32
USW00013873,1/24/1980,57,26
USW00013873,1/25/1980,59,41
USW00013873,1/26/1980,50,45
USW00013873,1/27/1980,48,43
USW00013873,1/28/1980,56,37
USW00013873,1/29/1980,53,35
USW00013873,1/30/1980,37,30
USW00013873,1/31/1980,40,24
USW00013873,2/1/1980,35,19
USW00013873,2/2/1980,40,15
USW00013873,2/3/1980,44,23
USW00013873,2/4/1980,43,25
USW00013873,2/5/1980,45,19
USW00013873,2/6/1980,37,29
USW00013873,2/7/1980,48,23
USW00013873,2/8/1980,40,31
USW00013873,2/9/1980,35,33
USW00013873,2/10/1980,41,30
USW00013873,2/11/1980,47,25
USW00013873,2/12/1980,50,29
USW00013873,2/13/1980,48,28
USW00013873,2/14/1980,64,23
USW00013873,2/15/1980,69,31
USW00013873,2/16/1980,62,32
USW00013873,2/17/1980,45,25
USW00013873,2/18/1980,51,24
USW00013873,2/19/1980,53,30
USW00013873,2/20/1980,49,41
USW00013873,2/21/1980,65,39
USW00013873,2/22/1980,67,54
USW00013873,2/23/1980,79,55
USW00013873,2/24/1980,75,48
USW00013873,2/25/1980,62,31
USW00013873,2/26/1980,45,25
USW00013873,2/27/1980,60,24
USW00013873,2/28/1980,76,37
USW00013873,2/29/1980,65,45
USW00013873,3/1/1980,47,21
USW00013873,3/2/1980,28,18
USW00013873,3/3/1980,50,11
USW00013873,3/4/1980,61,27
USW00013873,3/5/1980,56,44
USW00013873,3/6/1980,68,35
USW00013873,3/7/1980,60,44
USW00013873,3/8/1980,75,56
USW00013873,3/9/1980,71,51
USW00013873,3/10/1980,73,43
USW00013873,3/11/1980,62,45
USW00013873,3/12/1980,46,34
USW00013873,3/13/1980,43,36
USW00013873,3/14/1980,58,38
USW00013873,3/15/1980,68,30
USW00013873,3/16/1980,71,44
USW00013873,3/17/1980,68,57
USW00013873,3/18/1980,64,44
USW00013873,3/19/1980,62,40
USW00013873,3/20/1980,57,49
USW00013873,3/21/1980,64,44
USW00013873,3/22/1980,70,37
USW00013873,3/23/1980,66,42
USW00013873,3/24/1980,61,51
USW00013873,3/25/1980,68,43
USW00013873,3/26/1980,59,48
USW00013873,3/27/1980,62,46
USW00013873,3/28/1980,53,46
USW00013873,3/29/1980,65,48
USW00013873,3/30/1980,61,56
USW00013873,3/31/1980,67,46
USW00013873,4/1/1980,72,42
USW00013873,4/2/1980,69,48
USW00013873,4/3/1980,69,56
USW00013873,4/4/1980,74,48
USW00013873,4/5/1980,66,40
USW00013873,4/6/1980,70,41
USW00013873,4/7/1980,66,50
USW00013873,4/8/1980,73,60
